Date,Time,Temperature,Humidity
01-03-2025,01:25:12 PM,18.4,46.4
01-03-2025,01:25:47 PM,18.4,46.4
01-03-2025,01:25:48 PM,18.4,46.4
01-03-2025,01:25:49 PM,18.4,46.4
01-03-2025,01:25:49 PM,18.4,46.4
01-03-2025,01:25:49 PM,18.4,46.4
01-03-2025,01:25:49 PM,18.4,46.4
